title,author,year,press,price,category
新东方 四级词汇词根+联想记忆法：乱序版 100册以上团购请致电：400-106-6666转6,俞敏洪,2018,海豚出版社,48.0,外语
新概念英语2 实践与进步 新概念2,（英）亚历山大，何其莘　著,1997,外语教学与研究出版社,38.9,外语
每天10分钟日常英语口语(附音频),金利　主编,2016,化学工业出版社,42.8,外语
2020年6月新试卷星火英语四级真题备考2020试卷真题详解+标准预测（4级）刷题真题词汇写作听力翻译语法,汪开虎,2020,上海交通大学出版社,59.8,外语
双语译林：小妇人（附英文原版1本）,(美)路易莎·梅·奥尔科特，王之光 译,2012,译林出版社,48.8,外语
美国家庭万用亲子英文（ 一本书把美国家庭学习环境搬回家，足不出户也能让孩子上国际学校！随书附赠MP3音频，扫码即听！北京今日今中出品）,洪贤珠 北京今日今中 出品,2019,中国传媒大学出版社,49.8,外语
英语语法看这本就够了大全集,【美】克里斯汀，【美】金姆， 李文昊　著   易人外语 凤凰含章 出品,2013,武汉出版社,39.8,外语
中日交流标准日本语 中级（上下册）（全两册）标日日语教材,人民教育出版社，日本光村图书出版株式会社　编,1990,人民教育出版社,29.2,外语
小王子中英对照注释版 世界经典文学名著,(法)Antoine de Saint-Exupéry（安东尼?德?圣-埃克苏佩里）,2017,知识出版社,34.8,外语
新概念英语3 培养技能 新概念3 团购电话：4001066666转6,（英）亚历山大，何其莘  著,1997,外语教学与研究出版社,28.9,外语
庚子千人历（上海人民美术出版社官方2020年连环画日历 连友收藏必备！）,上海人民美术出版社×九口山,2019,上海人民美术出版社,98.0,艺术
华夏万卷字帖5本装 正楷一本通田英章书 楷书硬笔书法学生成人钢笔字帖 大学男女生临摹描红手写体,田英章 书,2017,上海交通大学出版社,35.0,艺术
零基础学画画素描入门教程,飞乐鸟工作室,2017,水利水电出版社,20.0,艺术
画家之眼,【美】安德魯·路米斯 著  陈琇玲 译,2016,北京联合出版公司,39.8,艺术
零基础新手漫画素描入门技法教程套装（共3册）,cc动漫社,2019,水利水电出版社,60.0,艺术
写给大家的西方美术史：蒋勋荣获金鼎奖经典之作,蒋勋 著，博集天卷 出品,2015,湖南美术出版社,68.0,艺术
故事：材质、结构、风格和银幕剧作的原理（黄明昊推荐）,罗伯特麦基 著，周铁东 译，果麦文化 出品,2016,天津人民出版社,49.0,艺术
简笔画5000例一本就够（儿童简笔画精品，幼儿简笔画大全）,涂涂猫,2014,人民邮电出版社,39.8,艺术
美国纽约摄影学院--摄影教材（最新修订版）(上下册) 黄明昊推荐,美国纽约摄影学院　著，中国摄影出版社　译,2010,中国摄影出版社,196.0,艺术
寂静的深度：霍珀画谈,马克·斯特兰德，爱德华·霍珀,2018,民主与建设出版社,49.0,艺术
华夏万卷字帖 田英章硬笔楷书技法 学生正楷练字帖成人钢笔字帖 大学男女生初学者临摹描红书法手写体,田英章 书,2017,上海交通大学出版社,25.0,艺术
车尔尼钢琴初步教程 作品599,人民音乐出版社 著作,2000,人民音乐出版社,19.0,艺术
梵高手稿（典藏修订版）,[荷]文森特·梵高,2018,北京联合出版有限公司,128.0,艺术
我的手绘不可能这么萌 萌系手帐插画教程,菊长大人,2017,人民邮电出版社,46.8,艺术
华夏万卷字帖 田英章楷书7000常用字（升级版） 手写体钢笔字帖 学生成人初学者硬笔书法临摹描红繁体字练字帖,田英章 书,2018,上海交通大学出版社,20.0,艺术
手机摄影从小白到高手,杨精坤  编著,2019,化学工业出版社,88.0,艺术
华夏万卷字帖 行书一本通:标准教程+诗词美文+常用字范+30天练字计划本+特制临摹本(套装共5册)(附磁性书签),田英章 书,2017,上海交通大学出版社,35.0,艺术
新手漫画技法教程-零基础漫画素描入门,c.c动漫社,2016,水利水电出版社,20.0,艺术
华夏万卷 楷书钢笔字帖2本装:楷书技法+7000常用字 学生成人硬笔书法字帖(赠练字计划本),田英章 书,2018,上海交通大学出版社,45.0,艺术
华夏万卷钢笔字帖 中国古典诗词（楷书）田英章书 初中生高中生大学生成人初学者正楷字帖 女生字体漂亮临摹描红字帖,田英章 书,2016,上海交通大学出版社,15.0,艺术
文小叔有医说医:中医药文化传承心录,文泉杰,2019,天津科学技术出版社,45.0,保健/养生
女性养生三步走：疏肝，养血，心要修,罗大伦,2019,北京联合出版有限公司,48.0,保健/养生
丁香医生健康日历2020  丁香医生温馨提示：出门带口罩,丁香医生 著,2019,中国轻工业出版社,98.0,保健/养生
六层楼 女生呵护指南 第十一诊室,六层楼 著,2019,浙江科学技术出版社,78.0,保健/养生
饮食滋味 《黄帝内经》饮食版！畅销书《黄帝内经说什么》作者徐文兵重磅新作！,徐文兵  著   紫图  出品,2018,江西科学技术出版社,59.9,保健/养生
营养圣经,[英]帕特里克·霍尔福德 著，新经典 出品,2017,北京联合出版有限公司,88.0,保健/养生
范志红 吃出健康好身材+范志红28天减肥记录（套装2册）[精选套装],范志红,2019,北京科学技术出版社,98.0,保健/养生
湿胖,"佟彤 著,博集天卷 出品",2020,湖南科技出版社,49.8,保健/养生
只有医生知道（1-3套装）（赠送@协和张羽发给天下女人的一份私信！）[精选套装],张羽 著， 凤凰联动 出品,2015,江苏文艺出版社,105.0,保健/养生
图解中医入门一看就懂,张银柱 编,2013,浙江科学技术出版社,39.0,保健/养生
钟南山谈健康,钟南山,2008,广东教育出版社,25.0,保健/养生
图解舌诊：伸伸舌头百病消（全新修订升级版）,罗大伦 著   紫图  出品,2018,江西科学技术出版社,49.9,保健/养生
黄帝内经全集（全译图解版）中医养生本源之书,肖建喜著，紫图出品,2020,吉林科学技术出版社,99.9,保健/养生
孙俪推荐黄帝内经：徐文兵、梁冬对话《黄帝内经》（珍藏版）[精选套装],徐文兵、梁冬著,2018,江西科学技术出版社,320.0,保健/养生
回家吃饭的智慧（全新修订典藏版 上、中、下三册）[精选套装],陈允斌,2016,吉林科学技术出版社,118.0,保健/养生
别让不懂营养学的医生害了你（精装修订版）,雷·D·斯全德（Ray D.Strand） 著,2016,北京联合出版公司,45.0,保健/养生
知己,徐文兵 著 湛庐文化 出品,2018,海南出版社,69.9,保健/养生
肠子的小心思：增订版（读者选择金奖）,【德】朱莉娅·恩德斯 著，凤凰联动 出品,2019,天津科学技术出版社,45.0,保健/养生
医目了然：家庭常见病中成药使用指南,懒兔子,2019,科学技术文献出版社,49.8,保健/养生
求医不如求己（终极典藏版）自己的生命不要交给别人做主，努力改变身体，进而改变命运。,中里巴人,2017,江西科学技术出版社,78.0,保健/养生
正面管教(修订版),[美] 简·尼尔森,2016,北京联合出版公司,38.0,亲子/家教
养育男孩（典藏版）,(澳) 史蒂夫·比达尔夫,2019,中信出版社,39.8,亲子/家教
父母的语言：3000万词汇塑造更强大的学习型大脑（樊登推荐） 团购电话:4001066666转6,[美]达娜·萨斯金德，MD贝丝·萨斯金德（Beth Suskind）莱斯利·勒万特-萨斯金德、任忆译,2017,机械工业出版社,49.0,亲子/家教
不吼不叫：如何平静地让孩子与父母合作,"[美]罗娜·雷纳 著,钟煜 译 青豆书坊 出品",2016,上海社会科学院出版社,32.8,亲子/家教
樊登推荐 你就是孩子最好的玩具（升级版）,（美）金伯莉·布雷恩（Kimberley Clayton Blaine）著夏欣茁译,2017,南方出版社,38.0,亲子/家教
养育女孩,Steve Biddulph,2014,中信出版社,32.0,亲子/家教
如何说孩子才会听 怎么听孩子才肯说（全新修订版，涂磊推荐）,（美）玛兹丽施　著，安燕玲　译 青豆书坊 出品,2016,中央编译出版社,36.8,亲子/家教
四五快读 全彩图升级版——幼儿快速识字阅读法（全8册）(让孩子爱上阅读 快乐识字)[精选套装],杨其铎　著,2012,湖南科技出版社,211.4,亲子/家教
好妈妈胜过好老师（700万册纪念版）,尹建莉,2017,作家出版社,49.0,亲子/家教
解码青春期（了解青春期究竟发生了什么，帮助父母正面管教十几岁的孩子）,(美)乔希 西普（Josh Shipp） 著，李峥嵘  胡晓宇 译 青豆书坊 出品,2019,湖南教育出版社,46.8,亲子/家教
读懂孩子的心：樊登2019年新书.,樊登,2019,中国友谊出版公司,56.0,亲子/家教
父母的格局：成就孩子的“第三种力量”  朱丹 马伊琍推荐,黄静洁,2017,中国妇女出版社,49.8,亲子/家教
如何培养孩子的社会能力,[美] 默娜·B.舒尔博士，[美] 特里萨·弗伊·迪吉若尼莫 著；张雪兰 译,2018,北京联合出版有限公司,30.0,亲子/家教
好妈妈胜过好老师2：自由的孩子最自觉（实操性！实操性！还是实操性！）,尹建莉 著；读客文化 出品,2017,文汇出版社,49.8,亲子/家教
0～3岁孩子的正面管教,(美) 简·尼尔森，谢丽尔·欧文，罗丝琳·安·达菲 著，花莹莹 译,2015,北京联合出版公司,42.0,亲子/家教
3～6岁孩子的正面管教,[美] 简·尼尔森  谢丽尔·欧文  罗丝琳·安·达菲  著    娟子 译,2015,北京联合出版公司,42.0,亲子/家教
50个教育法——我把三个儿子送入了斯坦福,（英）陈美龄,2016,上海三联书店,35.0,亲子/家教
PET  P.E.T.父母效能训练:让亲子沟通如此高效而简单,（美）托马斯·戈登　著，琼林　译,2015,中国发展出版社,35.0,亲子/家教
从小和钱做朋友：影响孩子一生的财商启蒙课（别让你的孩子始于智商，止于情商，溃于财商，受用一生的金钱教育，尽早养成管理金钱的习惯，人生就会减少“很多麻烦”）,[日]村上世彰著，范宏涛译，紫图出品,2020,广东人民出版社,49.9,亲子/家教
捕捉儿童敏感期 孙瑞雪 （精装珍藏版）,孙瑞雪,2013,中国妇女出版社,38.0,亲子/家教
次第花开 修订版,希阿荣博堪布,2017,海南出版社,39.8,哲学/宗教
易经杂说（当当独家定制版）,南怀瑾,2019,东方出版社,48.0,哲学/宗教
哲学家们都干了些什么（一部既严谨又不严肃的哲学史）,林欣浩 著；读客文化 出品,2015,北京联合出版公司,52.0,哲学/宗教
论语别裁（独家授权简体版套装两册）,南怀瑾,2018,东方出版社,98.0,哲学/宗教
墨菲定律,阳知行,2018,中国商业出版社,48.0,哲学/宗教
西藏生死书（布面精装版）,索甲仁波切 著，新经典 出品,2018,浙江大学出版社,58.0,哲学/宗教
美的历程（李泽厚代表名作）,李泽厚,2014,生活.读书.新知三联书店,56.0,哲学/宗教
最好的告别：关于衰老与死亡，你必须知道的常识,（美）阿图葛文德（Atul Gawande）著 湛庐文化 出品,2015,浙江人民出版社,54.9,哲学/宗教
资本论（全三册）,马克思,2009,上海三联书店,158.0,哲学/宗教
人生的智慧：如何才能幸福度过一生,（德）阿图尔·叔本华著，木云，林求是译，作家榜 出品,2015,湖南人民出版社,39.0,哲学/宗教
了凡四训（“我命由我不由天”，曾国藩子孙必读的“人生智慧书”。）【果麦经典】,袁了凡 著，译者 费勇，果麦文化 出品,2017,三秦出版社,32.0,哲学/宗教
樊登推荐 道德经说什么（樊登读书百万听众争相订阅，“有道，有德，有成功”读懂道德经这一本就够了）,韩鹏杰 ，果麦文化  出品,2019,江西人民出版社,81.0,哲学/宗教
佛陀传：全世界影响力最大的佛陀传记,一行禅师 著；读客文化 出品,2014,河南文艺出版社,48.0,哲学/宗教
金花的秘密：中国的生命之书,[瑞士]荣格 [德]卫礼贤 著，张卜天 译,2016,商务印书馆,38.0,哲学/宗教
沉思录,马可.奥勒留 青豆书坊 出品,2008,中央编译出版社,20.0,哲学/宗教
陈果：好的孤独（好的孤独，是一种自我对话；学会如何与自己相处）,陈果 著；读客文化 出品,2017,江苏凤凰文艺出版社,36.0,哲学/宗教
学会提问（原书第11版） 团购电话:4001066666转6,[美] 尼尔?布朗 (Neil Browne) ，斯图尔特?基利 (Stuart Keeley) 著,2019,机械工业出版社,59.0,哲学/宗教
活出生命的意义,（美）弗兰克尔　著，吕娜　译,2018,华夏出版社,36.0,哲学/宗教
论语译注（简体字本） 修订新版,杨伯峻 译注,2017,中华书局,26.0,哲学/宗教
理想国,柏拉图,2012,中国华侨出版社,35.0,哲学/宗教
冰糖炖雪梨（《香蜜》原班人马参与出品，吴倩、张新成领衔主演！）,"酒小七 著,  悦读纪 出品",2019,青岛出版社,59.8,青春文学
许我向你看：插图纪念版（全三册）（当当专享2018海报日历，因为爱情，每个人伤痕累累，每个人罪孽深重。）,辛夷坞，白马时光 出品,2017,百花洲文艺出版社,79.8,青春文学
